Sample,cohort,compound,datatype,value
MCF002044_003,0,L-Methionine,Abund,2202323.953395407
MCF002044_003,0,L-Methionine,BlankcorAbund,2174917.953764928
MCF002044_003,0,L-Methionine,NormAbund,4349835.907529856
MCF002044_003,0,L-Phenylalanine,Abund,1737067.906278005
MCF002044_003,0,L-Phenylalanine,BlankcorAbund,1737067.906278005
MCF002044_003,0,L-Phenylalanine,NormAbund,3474135.81255601
MCF002044_003,0,L-Proline,Abund,1845954.078849926
MCF002044_003,0,L-Proline,BlankcorAbund,1842434.6439234333
MCF002044_003,0,L-Proline,NormAbund,3684869.2878468665
MCF002044_003,0,L-Serine,Abund,0
MCF002044_003,0,L-Serine,BlankcorAbund,0
MCF002044_003,0,L-Serine,NormAbund,0
MCF002044_003,0,L-Threonine,Abund,2273023.297679091
MCF002044_003,0,L-Threonine,BlankcorAbund,2158879.1813684017
MCF002044_003,0,L-Threonine,NormAbund,4317758.3627368035
MCF002044_003,0,L-Tryptophan,Abund,151514.0025398054
MCF002044_003,0,L-Tryptophan,BlankcorAbund,151514.0025398054
MCF002044_003,0,L-Tryptophan,NormAbund,303028.0050796108
MCF002044_003,0,L-Tyrosine,Abund,244140.7720016291
MCF002044_003,0,L-Tyrosine,BlankcorAbund,244140.7720016291
MCF002044_003,0,L-Tyrosine,NormAbund,488281.5440032582
MCF002044_003,0,L-Valine,Abund,3755569.528404007
MCF002044_003,0,L-Valine,BlankcorAbund,3364702.2287775064
MCF002044_003,0,L-Valine,NormAbund,6729404.457555013
MCF002044_003,0,Myristic acid,Abund,4117714.385176767
MCF002044_003,0,Myristic acid,BlankcorAbund,-702604.5821609744
MCF002044_003,0,Myristic acid,NormAbund,-1405209.1643219488
MCF002044_003,0,Palmitic acid,Abund,237401395.8773628
MCF002044_003,0,Palmitic acid,BlankcorAbund,-35638160.745535314
MCF002044_003,0,Palmitic acid,NormAbund,-71276321.49107063
MCF002044_003,0,Stearic acid,Abund,98835556.94454016
MCF002044_003,0,Stearic acid,BlankcorAbund,6518817.775557011
MCF002044_003,0,Stearic acid,NormAbund,13037635.551114023
MCF002044_003,0,Fructose,Abund,7720508.458535849
MCF002044_003,0,Fructose,BlankcorAbund,7121734.294191863
MCF002044_003,0,Fructose,NormAbund,14243468.588383727
MCF002044_003,0,Glucose,Abund,5317887964.896536
MCF002044_003,0,Glucose,BlankcorAbund,5316444384.019742
MCF002044_003,0,Glucose,NormAbund,10632888768.039484
MCF002044_003,0,Pentose-phosphate,Abund,7561365.511989119
MCF002044_003,0,Pentose-phosphate,BlankcorAbund,7561365.511989119
MCF002044_003,0,Pentose-phosphate,NormAbund,15122731.023978239
MCF002044_003,0,Myo-inositol,Abund,133053973.3817444
MCF002044_003,0,Myo-inositol,BlankcorAbund,133041719.55246669
MCF002044_003,0,Myo-inositol,NormAbund,266083439.10493338
MCF002044_003,0,2-DL-Hydroxybutyric acid,Abund,60796.82900357179
MCF002044_003,0,2-DL-Hydroxybutyric acid,BlankcorAbund,-12418.767084234212
MCF002044_003,0,2-DL-Hydroxybutyric acid,NormAbund,-24837.534168468424
MCF002044_003,0,3-DL-Hydroxybutyric acid,Abund,2613125.890829566
MCF002044_003,0,3-DL-Hydroxybutyric acid,BlankcorAbund,611521.1369188777
MCF002044_003,0,3-DL-Hydroxybutyric acid,NormAbund,1223042.2738377554
MCF002044_003,0,DL-2-Hydroxyglutaric acid,Abund,1012263.302464709
MCF002044_003,0,DL-2-Hydroxyglutaric acid,BlankcorAbund,980809.5152704527
MCF002044_003,0,DL-2-Hydroxyglutaric acid,NormAbund,1961619.0305409054
MCF002044_003,0,Oxoadipic acid,Abund,0
MCF002044_003,0,Oxoadipic acid,BlankcorAbund,0
MCF002044_003,0,Oxoadipic acid,NormAbund,0
MCF002044_003,0,(S)-a-Acetolactic Acid,Abund,0
MCF002044_003,0,(S)-a-Acetolactic Acid,BlankcorAbund,0
MCF002044_003,0,(S)-a-Acetolactic Acid,NormAbund,0
MCF002044_003,0,"2,3-dihydroxyisovalerate",Abund,0
MCF002044_003,0,"2,3-dihydroxyisovalerate",BlankcorAbund,0
MCF002044_003,0,"2,3-dihydroxyisovalerate",NormAbund,0
MCF002044_003,0,2-isopropylmalic acid,Abund,0
MCF002044_003,0,2-isopropylmalic acid,BlankcorAbund,0
MCF002044_003,0,2-isopropylmalic acid,NormAbund,0
MCF002044_003,0,a-Ketobutyric acid,Abund,0
MCF002044_003,0,a-Ketobutyric acid,BlankcorAbund,-364265.91866605467
MCF002044_003,0,a-Ketobutyric acid,NormAbund,-728531.8373321093
MCF002044_003,0,Fucose,Abund,213508.1960392677
MCF002044_003,0,Fucose,BlankcorAbund,213508.1960392677
MCF002044_003,0,Fucose,NormAbund,427016.3920785354
MCF002044_003,0,Galacturonic acid,Abund,21571.49834748974
MCF002044_003,0,Galacturonic acid,BlankcorAbund,21571.49834748974
MCF002044_003,0,Galacturonic acid,NormAbund,43142.99669497948
MCF002044_003,0,Glucuronic acid,Abund,783239.6114418788
MCF002044_003,0,Glucuronic acid,BlankcorAbund,783239.6114418788
MCF002044_003,0,Glucuronic acid,NormAbund,1566479.2228837577
MCF002044_003,0,Mannitol,Abund,13469.70579350326
MCF002044_003,0,Mannitol,BlankcorAbund,13469.70579350326
MCF002044_003,0,Mannitol,NormAbund,26939.41158700652
MCF002044_003,0,Sorbitol,Abund,5727640.304678094
MCF002044_003,0,Sorbitol,BlankcorAbund,5643383.4764209185
MCF002044_003,0,Sorbitol,NormAbund,11286766.952841837
MCF002044_001,0,(2 and/or 3-)Phosphoglyceric acid,FracCont,0.012826567747531029
MCF002044_001,0,(S)-a-Acetolactic Acid,FracCont,0
MCF002044_001,0,"2,3-dihydroxyisovalerate",FracCont,0
MCF002044_001,0,2-DL-Hydroxybutyric acid,FracCont,0.018241990305791437
MCF002044_001,0,2-Phosphoglyceric acid,FracCont,0.011773741149469183
MCF002044_001,0,2-isopropylmalic acid,FracCont,0
MCF002044_001,0,3-DL-Hydroxybutyric acid,FracCont,0.010321266627463944
MCF002044_001,0,Citric acid,FracCont,0.001096418909842798
MCF002044_001,0,D-Glyceraldehyde 3-phosphate,FracCont,0.02939382799695106
MCF002044_001,0,DL-2-Hydroxyglutaric acid,FracCont,0.0022370376864288056
MCF002044_001,0,Dihydroxyacetone phosphate,FracCont,0.04001642773033912
MCF002044_001,0,Fructose,FracCont,0.2694050914033357
MCF002044_001,0,Fucose,FracCont,0.03475754489348504
MCF002044_001,0,Fumaric acid,FracCont,0.007916341236896196
MCF002044_001,0,Galacturonic acid,FracCont,1.0835689889910631
MCF002044_001,0,Glucose,FracCont,1.0080385895072541
MCF002044_001,0,Glucuronic acid,FracCont,0.0017845780049905817
MCF002044_001,0,Glycerol 3-phosphate,FracCont,0.01369431723435003
MCF002044_001,0,Glycine,FracCont,0
MCF002044_001,0,Hexose,FracCont,1.0073635885261696
MCF002044_001,0,Hexose-phosphate,FracCont,0.107086863097121
MCF002044_001,0,L-Alanine,FracCont,0.01340486960392318
MCF002044_001,0,L-Asparagine,FracCont,0.022252874605938253
MCF002044_001,0,L-Aspartic acid,FracCont,0.052165959170003495
MCF002044_001,0,L-Cysteine,FracCont,0.01100537702180849
MCF002044_001,0,L-Glutamic acid,FracCont,8.984112276105323e-4
MCF002044_001,0,L-Isoleucine,FracCont,0.04734178478578957
MCF002044_001,0,L-Lactic acid,FracCont,1.456855236727831e-4
MCF002044_001,0,L-Leucine,FracCont,0.02581726608754907
MCF002044_001,0,L-Lysine,FracCont,7.865772681874394e-4
MCF002044_001,0,L-Malic acid,FracCont,9.537003242492618e-4
MCF002044_001,0,L-Methionine,FracCont,0.006453002939380737
MCF002044_001,0,L-Phenylalanine,FracCont,0.0011583963452581139
MCF002044_001,0,L-Proline,FracCont,3.431423293017131e-4
MCF002044_001,0,L-Serine,FracCont,0
MCF002044_001,0,L-Threonine,FracCont,0.02217007005566563
MCF002044_001,0,L-Tryptophan,FracCont,0.005129239127504222
MCF002044_001,0,L-Tyrosine,FracCont,0.06819621561415433
MCF002044_001,0,L-Valine,FracCont,0.029143173262787293
MCF002044_001,0,Mannitol,FracCont,0.08947227448410418
MCF002044_001,0,Myo-inositol,FracCont,0.0024039751401489363
MCF002044_001,0,Myristic acid,FracCont,0.0016324775332173201
MCF002044_001,0,Oxoadipic acid,FracCont,0
MCF002044_001,0,Oxoglutaric acid,FracCont,0.009694124389331754
MCF002044_001,0,Palmitic acid,FracCont,4.322140486548709e-4
MCF002044_001,0,Pentose-phosphate,FracCont,0
MCF002044_001,0,Phosphoenolpyruvic acid,FracCont,0.009307181815156343
MCF002044_001,0,Pyruvic acid,FracCont,0.003406219593830988
MCF002044_001,0,Sorbitol,FracCont,0.0013815233636517085
MCF002044_001,0,Stearic acid,FracCont,1.0437861728697128e-4
MCF002044_001,0,Succinic acid,FracCont,0
MCF002044_001,0,a-Ketobutyric acid,FracCont,0
MCF002044_001,0,13C5-D5-15N Glutamic acid,FracCont,0
MCF002044_001,0,D7-Glucose,FracCont,0
MCF002044_001,0,Myristic acid d27,FracCont,0
MCF002044_002,0,(2 and/or 3-)Phosphoglyceric acid,FracCont,0.01014037738391338
MCF002044_002,0,(S)-a-Acetolactic Acid,FracCont,0
MCF002044_002,0,"2,3-dihydroxyisovalerate",FracCont,0
MCF002044_002,0,2-DL-Hydroxybutyric acid,FracCont,0.015528211742994532
MCF002044_002,0,2-Phosphoglyceric acid,FracCont,0
MCF002044_002,0,2-isopropylmalic acid,FracCont,0
MCF002044_002,0,3-DL-Hydroxybutyric acid,FracCont,0.008417139851759023
MCF002044_002,0,Citric acid,FracCont,1.5108315794948944e-4
MCF002044_002,0,D-Glyceraldehyde 3-phosphate,FracCont,0.0029283943521112494
MCF002044_002,0,DL-2-Hydroxyglutaric acid,FracCont,5.160691738712355e-4
MCF002044_002,0,Dihydroxyacetone phosphate,FracCont,0.031788675449087
MCF002044_002,0,Fructose,FracCont,0.27230225409875397
MCF002044_002,0,Fucose,FracCont,0.007866581183221972
MCF002044_002,0,Fumaric acid,FracCont,0.008113847405671547
MCF002044_002,0,Galacturonic acid,FracCont,1.0835689889910631
MCF002044_002,0,Glucose,FracCont,1.0091671856127145
MCF002044_002,0,Glucuronic acid,FracCont,0.013842948487960265
MCF002044_002,0,Glycerol 3-phosphate,FracCont,0.007358970592890333
MCF002044_002,0,Glycine,FracCont,0
MCF002044_002,0,Hexose,FracCont,1.0084358018639283
MCF002044_002,0,Hexose-phosphate,FracCont,0.1086155388992615
MCF002044_002,0,L-Alanine,FracCont,9.298930426686151e-4
MCF002044_002,0,L-Asparagine,FracCont,0.03407066001332407
MCF002044_002,0,L-Aspartic acid,FracCont,0.0415166847404842
MCF002044_002,0,L-Cysteine,FracCont,0.01212910355390124
MCF002044_002,0,L-Glutamic acid,FracCont,2.8080861822363256e-4
MCF002044_002,0,L-Isoleucine,FracCont,0.036636429598683344
MCF002044_002,0,L-Lactic acid,FracCont,2.692595558283532e-4
MCF002044_002,0,L-Leucine,FracCont,0.008733852734156588
MCF002044_002,0,L-Lysine,FracCont,9.406529825972858e-4
MCF002044_002,0,L-Malic acid,FracCont,0
MCF002044_002,0,L-Methionine,FracCont,0.010934775910506966
MCF002044_002,0,L-Phenylalanine,FracCont,1.9571580759968836e-4
MCF002044_002,0,L-Proline,FracCont,0
MCF002044_002,0,L-Serine,FracCont,0
MCF002044_002,0,L-Threonine,FracCont,0.006026641875491397
MCF002044_002,0,L-Tryptophan,FracCont,0.005233697820986731
MCF002044_002,0,L-Tyrosine,FracCont,0.08668888168149802
MCF002044_002,0,L-Valine,FracCont,0.028528607223283303
MCF002044_002,0,Mannitol,FracCont,0.08653488684971163
MCF002044_002,0,Myo-inositol,FracCont,0.0035631118068271106
MCF002044_002,0,Myristic acid,FracCont,0.0016265857713094643
MCF002044_002,0,Oxoadipic acid,FracCont,0.013806700102849215
MCF002044_002,0,Oxoglutaric acid,FracCont,0.0011379004176772065
MCF002044_002,0,Palmitic acid,FracCont,4.172493051236765e-4
MCF002044_002,0,Pentose-phosphate,FracCont,0
MCF002044_002,0,Phosphoenolpyruvic acid,FracCont,0.005626477938397194
MCF002044_002,0,Pyruvic acid,FracCont,0.004173834586824563
MCF002044_002,0,Sorbitol,FracCont,0.001819545327032412
MCF002044_002,0,Stearic acid,FracCont,2.942505748190489e-4
MCF002044_002,0,Succinic acid,FracCont,0
MCF002044_002,0,a-Ketobutyric acid,FracCont,0.006213847265236986
MCF002044_002,0,13C5-D5-15N Glutamic acid,FracCont,0
MCF002044_002,0,D7-Glucose,FracCont,0
MCF002044_002,0,Myristic acid d27,FracCont,0
MCF002044_003,0,(2 and/or 3-)Phosphoglyceric acid,FracCont,0.001038927026111202
MCF002044_003,0,(S)-a-Acetolactic Acid,FracCont,0
MCF002044_003,0,"2,3-dihydroxyisovalerate",FracCont,0
MCF002044_003,0,2-DL-Hydroxybutyric acid,FracCont,0.00729593211395565
MCF002044_003,0,2-Phosphoglyceric acid,FracCont,0.001631906757144456
MCF002044_003,0,2-isopropylmalic acid,FracCont,0
MCF002044_003,0,3-DL-Hydroxybutyric acid,FracCont,0.009004093019150866
MCF002044_003,0,Citric acid,FracCont,8.394154200650353e-4
MCF002044_003,0,D-Glyceraldehyde 3-phosphate,FracCont,0.002983399224146208
MCF002044_003,0,DL-2-Hydroxyglutaric acid,FracCont,0.001536309856712207
MCF002044_003,0,Dihydroxyacetone phosphate,FracCont,0.011605785464623411
MCF002044_003,0,Fructose,FracCont,0.2818935502144074
MCF002044_003,0,Fucose,FracCont,8.610510513902553e-4
MCF002044_003,0,Fumaric acid,FracCont,0.008605803449159136
MCF002044_003,0,Galacturonic acid,FracCont,1.0835689889910638
MCF002044_003,0,Glucose,FracCont,1.0086391981181042
MCF002044_003,0,Glucuronic acid,FracCont,0.015621078597168764
MCF002044_003,0,Glycerol 3-phosphate,FracCont,0.0031162267442972325
MCF002044_003,0,Glycine,FracCont,0
MCF002044_003,0,Hexose,FracCont,1.008581242510717
MCF002044_003,0,Hexose-phosphate,FracCont,0.02115980783954842
MCF002044_003,0,L-Alanine,FracCont,0
MCF002044_003,0,L-Asparagine,FracCont,0.1721553985261123
MCF002044_003,0,L-Aspartic acid,FracCont,0.04622368602839041
MCF002044_003,0,L-Cysteine,FracCont,0.01084976105576691
MCF002044_003,0,L-Glutamic acid,FracCont,8.155371830502486e-4
MCF002044_003,0,L-Isoleucine,FracCont,0.04002364074430861
MCF002044_003,0,L-Lactic acid,FracCont,4.691933936185936e-4
MCF002044_003,0,L-Leucine,FracCont,0.007993927179565452
MCF002044_003,0,L-Lysine,FracCont,1.6936256711757138e-4
MCF002044_003,0,L-Malic acid,FracCont,0
MCF002044_003,0,L-Methionine,FracCont,0.008301967521072803
MCF002044_003,0,L-Phenylalanine,FracCont,4.222815954004831e-4
MCF002044_003,0,L-Proline,FracCont,6.287336860114604e-5
MCF002044_003,0,L-Serine,FracCont,0
MCF002044_003,0,L-Threonine,FracCont,0.018469603722949306
MCF002044_003,0,L-Tryptophan,FracCont,0.005591458409466423
MCF002044_003,0,L-Tyrosine,FracCont,0.034344613819482436
MCF002044_003,0,L-Valine,FracCont,0.022048912727742953
MCF002044_003,0,Mannitol,FracCont,0.10176053246406135
MCF002044_003,0,Myo-inositol,FracCont,0.002552317367028824
MCF002044_003,0,Myristic acid,FracCont,0.001245357756883177
MCF002044_003,0,Oxoadipic acid,FracCont,0
MCF002044_003,0,Oxoglutaric acid,FracCont,0.0013563269389483856
MCF002044_003,0,Palmitic acid,FracCont,4.1580082573313185e-4
MCF002044_003,0,Pentose-phosphate,FracCont,0
MCF002044_003,0,Phosphoenolpyruvic acid,FracCont,0
MCF002044_003,0,Pyruvic acid,FracCont,8.875165687064782e-4
MCF002044_003,0,Sorbitol,FracCont,4.6418986514283963e-4
MCF002044_003,0,Stearic acid,FracCont,4.3597589697547346e-4
MCF002044_003,0,Succinic acid,FracCont,0
MCF002044_003,0,a-Ketobutyric acid,FracCont,0
MCF002044_003,0,13C5-D5-15N Glutamic acid,FracCont,0
MCF002044_003,0,D7-Glucose,FracCont,0
MCF002044_003,0,Myristic acid d27,FracCont,0
MCF002044_001,0,2-Phosphoglyceric acid,Isotopologue_C13-0,1.281809112505205
MCF002044_002,0,2-Phosphoglyceric acid,Isotopologue_C13-0,1.192065791740407
MCF002044_003,0,2-Phosphoglyceric acid,Isotopologue_C13-0,1.092966446796123
MCF002044_001,0,2-Phosphoglyceric acid,Isotopologue_C13-1,-0.1427115054596757
MCF002044_002,0,2-Phosphoglyceric acid,Isotopologue_C13-1,-0.1331004255863701
MCF002044_003,0,2-Phosphoglyceric acid,Isotopologue_C13-1,-0.04456607116697526
MCF002044_001,0,2-Phosphoglyceric acid,Isotopologue_C13-2,-0.1508713481949989
MCF002044_002,0,2-Phosphoglyceric acid,Isotopologue_C13-2,-0.03311532949049188
MCF002044_003,0,2-Phosphoglyceric acid,Isotopologue_C13-2,0.002447860135716684
MCF002044_001,0,2-Phosphoglyceric acid,Isotopologue_C13-3,0.01177374114946918
MCF002044_002,0,2-Phosphoglyceric acid,Isotopologue_C13-3,-0.0258500366635445
MCF002044_003,0,2-Phosphoglyceric acid,Isotopologue_C13-3,-0.05084823576486441
MCF002044_001,0,(2 and/or 3-)Phosphoglyceric acid,Isotopologue_C13-0,1.009213568767581
MCF002044_002,0,(2 and/or 3-)Phosphoglyceric acid,Isotopologue_C13-0,1.001278322438527
MCF002044_003,0,(2 and/or 3-)Phosphoglyceric acid,Isotopologue_C13-0,1.013307813116127
MCF002044_001,0,(2 and/or 3-)Phosphoglyceric acid,Isotopologue_C13-1,-0.01470046330343676
MCF002044_002,0,(2 and/or 3-)Phosphoglyceric acid,Isotopologue_C13-1,-0.00709815436507663
MCF002044_003,0,(2 and/or 3-)Phosphoglyceric acid,Isotopologue_C13-1,-0.00741086737868331
MCF002044_001,0,(2 and/or 3-)Phosphoglyceric acid,Isotopologue_C13-2,-0.007339673211675449
MCF002044_002,0,(2 and/or 3-)Phosphoglyceric acid,Isotopologue_C13-2,-0.004320545457364004
MCF002044_003,0,(2 and/or 3-)Phosphoglyceric acid,Isotopologue_C13-2,-0.006935872763554739
MCF002044_001,0,(2 and/or 3-)Phosphoglyceric acid,Isotopologue_C13-3,0.01282656774753103
MCF002044_002,0,(2 and/or 3-)Phosphoglyceric acid,Isotopologue_C13-3,0.01014037738391338
MCF002044_003,0,(2 and/or 3-)Phosphoglyceric acid,Isotopologue_C13-3,0.001038927026111202
MCF002044_001,0,D-Glyceraldehyde 3-phosphate,Isotopologue_C13-0,1.335688280444311
MCF002044_002,0,D-Glyceraldehyde 3-phosphate,Isotopologue_C13-0,1.160820900555813
MCF002044_003,0,D-Glyceraldehyde 3-phosphate,Isotopologue_C13-0,1.206602286112218
MCF002044_001,0,D-Glyceraldehyde 3-phosphate,Isotopologue_C13-1,-0.2260178700449452
MCF002044_002,0,D-Glyceraldehyde 3-phosphate,Isotopologue_C13-1,-0.04104868749156333
MCF002044_003,0,D-Glyceraldehyde 3-phosphate,Isotopologue_C13-1,-0.1287852905824516
MCF002044_001,0,D-Glyceraldehyde 3-phosphate,Isotopologue_C13-2,-0.1390642383963165
MCF002044_002,0,D-Glyceraldehyde 3-phosphate,Isotopologue_C13-2,-0.1227006074163602
MCF002044_003,0,D-Glyceraldehyde 3-phosphate,Isotopologue_C13-2,-0.08080039475391214
MCF002044_001,0,D-Glyceraldehyde 3-phosphate,Isotopologue_C13-3,0.02939382799695106
MCF002044_002,0,D-Glyceraldehyde 3-phosphate,Isotopologue_C13-3,0.00292839435211125
MCF002044_003,0,D-Glyceraldehyde 3-phosphate,Isotopologue_C13-3,0.002983399224146208
MCF002044_001,0,Dihydroxyacetone phosphate,Isotopologue_C13-0,1.022222568876499
MCF002044_002,0,Dihydroxyacetone phosphate,Isotopologue_C13-0,1.028594291717798
MCF002044_003,0,Dihydroxyacetone phosphate,Isotopologue_C13-0,1.012800951375059
MCF002044_001,0,Dihydroxyacetone phosphate,Isotopologue_C13-1,-0.0299618119102601
MCF002044_002,0,Dihydroxyacetone phosphate,Isotopologue_C13-1,-0.05948188339871067
MCF002044_003,0,Dihydroxyacetone phosphate,Isotopologue_C13-1,-0.02621361817008412
MCF002044_001,0,Dihydroxyacetone phosphate,Isotopologue_C13-2,-0.03227718469657866
MCF002044_002,0,Dihydroxyacetone phosphate,Isotopologue_C13-2,-9.010837681738539e-4
MCF002044_003,0,Dihydroxyacetone phosphate,Isotopologue_C13-2,0.005420643991204432
MCF002044_001,0,Dihydroxyacetone phosphate,Isotopologue_C13-3,0.04001642773033912
MCF002044_002,0,Dihydroxyacetone phosphate,Isotopologue_C13-3,0.031788675449087
MCF002044_003,0,Dihydroxyacetone phosphate,Isotopologue_C13-3,0.007992022803820458
MCF002044_001,0,Glycerol 3-phosphate,Isotopologue_C13-0,1.040011140612832
MCF002044_002,0,Glycerol 3-phosphate,Isotopologue_C13-0,1.032927332237969
MCF002044_003,0,Glycerol 3-phosphate,Isotopologue_C13-0,1.041620926894675
MCF002044_001,0,Glycerol 3-phosphate,Isotopologue_C13-1,-0.02208920170392244
MCF002044_002,0,Glycerol 3-phosphate,Isotopologue_C13-1,-0.01798485800971791
MCF002044_003,0,Glycerol 3-phosphate,Isotopologue_C13-1,-0.01876494156796754
MCF002044_001,0,Glycerol 3-phosphate,Isotopologue_C13-2,-0.03161625614325962
MCF002044_002,0,Glycerol 3-phosphate,Isotopologue_C13-2,-0.02230144482114136
MCF002044_003,0,Glycerol 3-phosphate,Isotopologue_C13-2,-0.02597221207100442
MCF002044_001,0,Glycerol 3-phosphate,Isotopologue_C13-3,0.01369431723435003
MCF002044_002,0,Glycerol 3-phosphate,Isotopologue_C13-3,0.007358970592890333
MCF002044_003,0,Glycerol 3-phosphate,Isotopologue_C13-3,0.003116226744297232
MCF002044_001,0,Hexose-phosphate,Isotopologue_C13-0,1.04245864507787
MCF002044_002,0,Hexose-phosphate,Isotopologue_C13-0,1.044098596896508
MCF002044_003,0,Hexose-phosphate,Isotopologue_C13-0,1.092088316603582
MCF002044_001,0,Hexose-phosphate,Isotopologue_C13-1,-0.07019863361753702
MCF002044_002,0,Hexose-phosphate,Isotopologue_C13-1,-0.08984352804189047
MCF002044_003,0,Hexose-phosphate,Isotopologue_C13-1,-0.02153006438804778
MCF002044_001,0,Hexose-phosphate,Isotopologue_C13-2,-0.04107263649825534
MCF002044_002,0,Hexose-phosphate,Isotopologue_C13-2,-0.043096176356206
MCF002044_003,0,Hexose-phosphate,Isotopologue_C13-2,-0.04409165472383182
MCF002044_001,0,Hexose-phosphate,Isotopologue_C13-3,-0.02867394366631667
MCF002044_002,0,Hexose-phosphate,Isotopologue_C13-3,-0.006132121347016678
MCF002044_003,0,Hexose-phosphate,Isotopologue_C13-3,-0.04619082251724156
MCF002044_001,0,Hexose-phosphate,Isotopologue_C13-4,-0.005411008628158652
MCF002044_002,0,Hexose-phosphate,Isotopologue_C13-4,-0.004265655520785124
MCF002044_003,0,Hexose-phosphate,Isotopologue_C13-4,-0.001788301922752252
MCF002044_001,0,Hexose-phosphate,Isotopologue_C13-5,-0.004189285764723746
MCF002044_002,0,Hexose-phosphate,Isotopologue_C13-5,-0.009376654529870769
MCF002044_003,0,Hexose-phosphate,Isotopologue_C13-5,0.002116314652458802
MCF002044_001,0,Hexose-phosphate,Isotopologue_C13-6,0.107086863097121
MCF002044_002,0,Hexose-phosphate,Isotopologue_C13-6,0.1086155388992615
MCF002044_003,0,Hexose-phosphate,Isotopologue_C13-6,0.01939621229583275
MCF002044_001,0,Hexose,Isotopologue_C13-0,0.009855559373489526
MCF002044_002,0,Hexose,Isotopologue_C13-0,0.008726689031427915
MCF002044_003,0,Hexose,Isotopologue_C13-0,0.008354005829976523
MCF002044_001,0,Hexose,Isotopologue_C13-1,1.062317482808389e-4
MCF002044_002,0,Hexose,Isotopologue_C13-1,4.302263886726899e-5
MCF002044_003,0,Hexose,Isotopologue_C13-1,9.50824448671198e-5
