"","compound","datatype","cohort","P","average"
"1372","Fumaric acid","NormAbund","0",NA,1420667.07159614
"1373","Galacturonic acid","Abund","0",NA,32549.1060850383
"1374","Galacturonic acid","NormAbund","0",NA,65098.2121700767
"1375","Glucose","Abund","0",NA,5733360305.81051
"1376","Glucose","NormAbund","0",NA,11463833449.8674
"1377","Glucuronic acid","Abund","0",NA,848162.766000105
"1378","Glucuronic acid","NormAbund","0",NA,1696325.53200021
"1379","Glycerol 3-phosphate","Abund","0",NA,20478272.9849043
"1380","Glycerol 3-phosphate","NormAbund","0",NA,40950807.9464693
"1381","Glycine","Abund","0",NA,26969695.0004861
"1382","Glycine","NormAbund","0",NA,49561448.1079902
"1383","Hexose","Abund","0",NA,7823824862.23143
"1384","Hexose","NormAbund","0",NA,15633184351.5789
"1385","Hexose-phosphate","Abund","0",NA,1444510.99231285
"1386","Hexose-phosphate","NormAbund","0",NA,2889021.98462571
"1387","L-Alanine","Abund","0",NA,12273695.9847908
"1388","L-Alanine","NormAbund","0",NA,21013669.5559156
"1389","L-Asparagine","Abund","0",NA,54681.2300079071
"1390","L-Asparagine","NormAbund","0",NA,50827.3712201064
"1391","L-Aspartic acid","Abund","0",NA,24835005.1112308
"1392","L-Aspartic acid","NormAbund","0",NA,49670010.2224616
"1393","L-Cysteine","Abund","0",NA,2079783.68728948
"1394","L-Cysteine","NormAbund","0",NA,4128328.70449321
"1395","L-Glutamic acid","Abund","0",NA,57309057.2835319
"1396","L-Glutamic acid","NormAbund","0",NA,114618114.567064
"1397","L-Isoleucine","Abund","0",NA,1924826.32054944
"1398","L-Isoleucine","NormAbund","0",NA,2532133.23017921
"1399","L-Lactic acid","Abund","0",NA,22059878.2621393
"1400","L-Lactic acid","NormAbund","0",NA,33529592.2414832
"1401","L-Leucine","Abund","0",NA,1277129.37264886
"1402","L-Leucine","NormAbund","0",NA,2151806.22687755
"1403","L-Lysine","Abund","0",NA,723057.802274774
"1404","L-Lysine","NormAbund","0",NA,1446115.60454955
"1405","L-Malic acid","Abund","0",NA,22519814.8664525
"1406","L-Malic acid","NormAbund","0",NA,44335389.5161699
"1407","L-Methionine","Abund","0",NA,1972999.00196467
"1408","L-Methionine","NormAbund","0",NA,3891186.00466838
"1409","L-Phenylalanine","Abund","0",NA,1739940.96007098
"1410","L-Phenylalanine","NormAbund","0",NA,3479881.92014195
"1411","L-Proline","Abund","0",NA,1803130.94328702
"1412","L-Proline","NormAbund","0",NA,3599223.01672105
"1413","L-Serine","Abund","0",NA,0
"1414","L-Serine","NormAbund","0",NA,0
"1415","L-Threonine","Abund","0",NA,2107026.99751699
"1416","L-Threonine","NormAbund","0",NA,3985765.7624126
"1417","L-Tryptophan","Abund","0",NA,162437.70939668
"1418","L-Tryptophan","NormAbund","0",NA,324875.41879336
"1419","L-Tyrosine","Abund","0",NA,164587.949932307
"1420","L-Tyrosine","NormAbund","0",NA,329175.899864613
"1421","L-Valine","Abund","0",NA,3906188.8833467
"1422","L-Valine","NormAbund","0",NA,7030643.1674404
"1423","Mannitol","Abund","0",NA,22872.8223274697
"1424","Mannitol","NormAbund","0",NA,45745.6446549394
"1425","Myo-inositol","Abund","0",NA,127312675.146448
"1426","Myo-inositol","NormAbund","0",NA,254600842.63434
"1427","Myristic acid","Abund","0",NA,4172328.0980775
"1428","Myristic acid","NormAbund","0",NA,-1295981.73852049
"1429","Myristic acid d27","Abund","0",NA,2582732.66666667
"1430","Myristic acid d27","NormAbund","0",NA,1538698.49333333
"1431","Oxoadipic acid","Abund","0",NA,9059.99860619206
"1432","Oxoadipic acid","NormAbund","0",NA,18119.9972123841
"1433","Oxoglutaric acid","Abund","0",NA,504716.769946824
"1434","Oxoglutaric acid","NormAbund","0",NA,1009433.53989365
"1435","Palmitic acid","Abund","0",NA,233391398.736575
"1436","Palmitic acid","NormAbund","0",NA,-79296315.7726462
"1437","Pentose-phosphate","Abund","0",NA,7147535.08360133
"1438","Pentose-phosphate","NormAbund","0",NA,14295070.1672027
"1439","Phosphoenolpyruvic acid","Abund","0",NA,514385.646156655
"1440","Phosphoenolpyruvic acid","NormAbund","0",NA,1028771.29231331
"1441","Pyruvic acid","Abund","0",NA,182566.533458636
"1442","Pyruvic acid","NormAbund","0",NA,176722.780990961
"1443","Sorbitol","Abund","0",NA,5913628.41286931
"1444","Sorbitol","NormAbund","0",NA,11658743.1692243
"1445","Stearic acid","Abund","0",NA,104959245.823993
"1446","Stearic acid","NormAbund","0",NA,25285013.31002
"1447","Succinic acid","Abund","0",NA,8595831.24580952
"1448","Succinic acid","NormAbund","0",NA,12034773.9217121
"1449","a-Ketobutyric acid","Abund","0",NA,373106.164199708
"1450","a-Ketobutyric acid","NormAbund","0",NA,17680.4910673067
