"","compound","datatype","Isotopologue","cohort","P_RA","Abund","Fraction","label_cont","P_iso","lab_label","lablab_posAngle","lablab_posDist","P_lablab","P_RAlab"
"460","Oxoglutaric acid","Isotopologue","C13-4","0.5",0.00417735552042955,1,0,0,0.0495346134356268,"<0.05%",-39.003,0.7,"P_iso=0.05*","pRA=0*"
"461","Oxoglutaric acid","Isotopologue","C13-4","1",0.0182879954611595,0.824437224497812,0,0,0.0495346134356268,"<0.05%",-38.001,0.7,"P_iso=0.05*","pRA=0.02*"
"462","Oxoglutaric acid","Isotopologue","C13-5","0.5",0.00417735552042955,1,0,0,0.0495346134356268,"<0.05%",-39.003,0.7,"P_iso=0.05*","pRA=0*"
"463","Oxoglutaric acid","Isotopologue","C13-5","1",0.0182879954611595,0.824437224497812,0,0,0.0495346134356268,"<0.05%",-38.001,0.7,"P_iso=0.05*","pRA=0.02*"
"464","Pentose-phosphate","Isotopologue","C13-0","0.5",0.280960382234097,1,1,1,0.275233524074834,"100%",-39.503,0,"P_iso=0.28","pRA=0.28"
"465","Pentose-phosphate","Isotopologue","C13-0","1",0.124740088250671,0.62925634798528,0.622146661619347,0.989,0.126630457947616,"98.9%",-38.4955,0.7,"P_iso=0.13","pRA=0.12"
"466","Pentose-phosphate","Isotopologue","C13-1","0.5",0.280960382234097,1,0,0,0.827259346562712,"<0.05%",-40.003,0.7,"P_iso=0.83","pRA=0.28"
"467","Pentose-phosphate","Isotopologue","C13-1","1",0.124740088250671,0.62925634798528,0,0,0.512690760261924,"<0.05%",-38.99,0.7,"P_iso=0.51","pRA=0.12"
"468","Pentose-phosphate","Isotopologue","C13-2","0.5",0.280960382234097,1,0,0,0.512690760261924,"<0.05%",-40.003,0.7,"P_iso=0.51","pRA=0.28"
"469","Pentose-phosphate","Isotopologue","C13-2","1",0.124740088250671,0.62925634798528,0.00710968636593292,0.011,0.0495346134356268,"1.1%",-38.9955,0.7,"P_iso=0.05*","pRA=0.12"
"470","Pentose-phosphate","Isotopologue","C13-3","0.5",0.280960382234097,1,0,0,0.0495346134356268,"<0.05%",-40.003,0.7,"P_iso=0.05*","pRA=0.28"
"471","Pentose-phosphate","Isotopologue","C13-3","1",0.124740088250671,0.62925634798528,0,0,0.512690760261924,"<0.05%",-39.001,0.7,"P_iso=0.51","pRA=0.12"
"472","Pentose-phosphate","Isotopologue","C13-4","0.5",0.280960382234097,1,0,0,0.827259346562712,"<0.05%",-40.003,0.7,"P_iso=0.83","pRA=0.28"
"473","Pentose-phosphate","Isotopologue","C13-4","1",0.124740088250671,0.62925634798528,0,0,0.0495346134356268,"<0.05%",-39.001,0.7,"P_iso=0.05*","pRA=0.12"
"474","Pentose-phosphate","Isotopologue","C13-5","0.5",0.280960382234097,1,0,0,0.512690760261924,"<0.05%",-40.003,0.7,"P_iso=0.51","pRA=0.28"
"475","Pentose-phosphate","Isotopologue","C13-5","1",0.124740088250671,0.62925634798528,0,0,0.827259346562712,"<0.05%",-39.001,0.7,"P_iso=0.83","pRA=0.12"
"476","Phosphoenolpyruvic acid","Isotopologue","C13-0","0.5",0.0025908145077421,0.937272639803863,0.843077963905006,0.9,0.0495346134356268,"90%",-40.453,0.7,"P_iso=0.05*","pRA=0*"
"477","Phosphoenolpyruvic acid","Isotopologue","C13-0","1",0.00155360511393027,1,0.881248377765812,0.881,0.0495346134356268,"88.1%",-39.4415,0.7,"P_iso=0.05*","pRA=0*"
"478","Phosphoenolpyruvic acid","Isotopologue","C13-1","0.5",0.0025908145077421,0.937272639803863,0,0,0.275233524074834,"<0.05%",-40.903,0.7,"P_iso=0.28","pRA=0*"
"479","Phosphoenolpyruvic acid","Isotopologue","C13-1","1",0.00155360511393027,1,0,0,0.512690760261924,"<0.05%",-39.882,0.7,"P_iso=0.51","pRA=0*"
"480","Phosphoenolpyruvic acid","Isotopologue","C13-2","0.5",0.0025908145077421,0.937272639803863,0,0,0.512690760261924,"<0.05%",-40.903,0.7,"P_iso=0.51","pRA=0*"
"481","Phosphoenolpyruvic acid","Isotopologue","C13-2","1",0.00155360511393027,1,0,0,0.512690760261924,"<0.05%",-39.882,0.7,"P_iso=0.51","pRA=0*"
"482","Phosphoenolpyruvic acid","Isotopologue","C13-3","0.5",0.0025908145077421,0.937272639803863,0.0941946758988566,0.1,0.0495346134356268,"10%",-40.953,0.7,"P_iso=0.05*","pRA=0*"
"483","Phosphoenolpyruvic acid","Isotopologue","C13-3","1",0.00155360511393027,1,0.118751622234188,0.119,0.0495346134356268,"11.9%",-39.9415,0.7,"P_iso=0.05*","pRA=0*"
"484","Pyruvic acid","Isotopologue","C13-0","0.5",0.0165696057366841,1,1,1,0.275233524074834,"100%",-41.503,0,"P_iso=0.28","pRA=0.02*"
"485","Pyruvic acid","Isotopologue","C13-0","1",0.0465122875979461,0.872810636124161,0.872810636124161,1,0.827259346562712,"100%",-40.501,0,"P_iso=0.83","pRA=0.05*"
"486","Pyruvic acid","Isotopologue","C13-1","0.5",0.0165696057366841,1,0,0,0.512690760261924,"<0.05%",-42.003,0.7,"P_iso=0.51","pRA=0.02*"
"487","Pyruvic acid","Isotopologue","C13-1","1",0.0465122875979461,0.872810636124161,0,0,0.827259346562712,"<0.05%",-41.001,0.7,"P_iso=0.83","pRA=0.05*"
"488","Pyruvic acid","Isotopologue","C13-2","0.5",0.0165696057366841,1,0,0,0.512690760261924,"<0.05%",-42.003,0.7,"P_iso=0.51","pRA=0.02*"
"489","Pyruvic acid","Isotopologue","C13-2","1",0.0465122875979461,0.872810636124161,0,0,0.827259346562712,"<0.05%",-41.001,0.7,"P_iso=0.83","pRA=0.05*"
"490","Pyruvic acid","Isotopologue","C13-3","0.5",0.0165696057366841,1,0,0,0.512690760261924,"<0.05%",-42.003,0.7,"P_iso=0.51","pRA=0.02*"
"491","Pyruvic acid","Isotopologue","C13-3","1",0.0465122875979461,0.872810636124161,0,0,0.827259346562712,"<0.05%",-41.001,0.7,"P_iso=0.83","pRA=0.05*"
"492","Sorbitol","Isotopologue","C13-0","0.5",0.647143948252829,1,0.994161810949191,0.994,0.512690760261924,"99.4%",-42.5,0.7,"P_iso=0.51","pRA=0.65"
"493","Sorbitol","Isotopologue","C13-0","1",0.743038277151925,0.873966126354721,0.863672503324264,0.988,0.0495346134356268,"98.8%",-41.495,0.7,"P_iso=0.05*","pRA=0.74"
"494","Sorbitol","Isotopologue","C13-1","0.5",0.647143948252829,1,0,0,0.512690760261924,"<0.05%",-42.997,0.7,"P_iso=0.51","pRA=0.65"
"495","Sorbitol","Isotopologue","C13-1","1",0.743038277151925,0.873966126354721,0,0,0.827259346562712,"<0.05%",-41.989,0.7,"P_iso=0.83","pRA=0.74"
"496","Sorbitol","Isotopologue","C13-2","0.5",0.647143948252829,1,0,0,0.827259346562712,"<0.05%",-42.997,0.7,"P_iso=0.83","pRA=0.65"
"497","Sorbitol","Isotopologue","C13-2","1",0.743038277151925,0.873966126354721,0,0,0.827259346562712,"<0.05%",-41.989,0.7,"P_iso=0.83","pRA=0.74"
"498","Sorbitol","Isotopologue","C13-3","0.5",0.647143948252829,1,0,0,0.827259346562712,"<0.05%",-42.997,0.7,"P_iso=0.83","pRA=0.65"
"499","Sorbitol","Isotopologue","C13-3","1",0.743038277151925,0.873966126354721,0,0,0.827259346562712,"<0.05%",-41.989,0.7,"P_iso=0.83","pRA=0.74"
"500","Sorbitol","Isotopologue","C13-4","0.5",0.647143948252829,1,0,0,0.827259346562712,"<0.05%",-42.997,0.7,"P_iso=0.83","pRA=0.65"
"501","Sorbitol","Isotopologue","C13-4","1",0.743038277151925,0.873966126354721,0,0,0.827259346562712,"<0.05%",-41.989,0.7,"P_iso=0.83","pRA=0.74"
"502","Sorbitol","Isotopologue","C13-5","0.5",0.647143948252829,1,0,0,0.512690760261924,"<0.05%",-42.997,0.7,"P_iso=0.51","pRA=0.65"
"503","Sorbitol","Isotopologue","C13-5","1",0.743038277151925,0.873966126354721,0,0,0.827259346562712,"<0.05%",-41.989,0.7,"P_iso=0.83","pRA=0.74"
"504","Sorbitol","Isotopologue","C13-6","0.5",0.647143948252829,1,0.0058381890508091,0.006,0.0495346134356268,"0.6%",-43,0.7,"P_iso=0.05*","pRA=0.65"
"505","Sorbitol","Isotopologue","C13-6","1",0.743038277151925,0.873966126354721,0.0102936230304568,0.012,0.0495346134356268,"1.2%",-41.995,0.7,"P_iso=0.05*","pRA=0.74"
"506","Stearic acid","Isotopologue","C13-0","0.5",0.459973530526559,0.274686684710881,0.274686684710881,1,0.512690760261924,"100%",-43.503,0,"P_iso=0.51","pRA=0.46"
"507","Stearic acid","Isotopologue","C13-0","1",0.770726911480651,1,1,1,0.827259346562712,"100%",-42.501,0,"P_iso=0.83","pRA=0.77"
"508","Stearic acid","Isotopologue","C13-1","0.5",0.459973530526559,0.274686684710881,0,0,0.827259346562712,"<0.05%",-44.003,0.7,"P_iso=0.83","pRA=0.46"
"509","Stearic acid","Isotopologue","C13-1","1",0.770726911480651,1,0,0,0.827259346562712,"<0.05%",-43.001,0.7,"P_iso=0.83","pRA=0.77"
"510","Stearic acid","Isotopologue","C13-10","0.5",0.459973530526559,0.274686684710881,0,0,0.512690760261924,"<0.05%",-44.003,0.7,"P_iso=0.51","pRA=0.46"
"511","Stearic acid","Isotopologue","C13-10","1",0.770726911480651,1,0,0,0.512690760261924,"<0.05%",-43.001,0.7,"P_iso=0.51","pRA=0.77"
"512","Stearic acid","Isotopologue","C13-11","0.5",0.459973530526559,0.274686684710881,0,0,0.512690760261924,"<0.05%",-44.003,0.7,"P_iso=0.51","pRA=0.46"
"513","Stearic acid","Isotopologue","C13-11","1",0.770726911480651,1,0,0,0.512690760261924,"<0.05%",-43.001,0.7,"P_iso=0.51","pRA=0.77"
"514","Stearic acid","Isotopologue","C13-12","0.5",0.459973530526559,0.274686684710881,0,0,0.512690760261924,"<0.05%",-44.003,0.7,"P_iso=0.51","pRA=0.46"
"515","Stearic acid","Isotopologue","C13-12","1",0.770726911480651,1,0,0,0.512690760261924,"<0.05%",-43.001,0.7,"P_iso=0.51","pRA=0.77"
"516","Stearic acid","Isotopologue","C13-13","0.5",0.459973530526559,0.274686684710881,0,0,0.512690760261924,"<0.05%",-44.003,0.7,"P_iso=0.51","pRA=0.46"
"517","Stearic acid","Isotopologue","C13-13","1",0.770726911480651,1,0,0,0.512690760261924,"<0.05%",-43.001,0.7,"P_iso=0.51","pRA=0.77"
"518","Stearic acid","Isotopologue","C13-14","0.5",0.459973530526559,0.274686684710881,0,0,0.512690760261924,"<0.05%",-44.003,0.7,"P_iso=0.51","pRA=0.46"
"519","Stearic acid","Isotopologue","C13-14","1",0.770726911480651,1,0,0,0.512690760261924,"<0.05%",-43.001,0.7,"P_iso=0.51","pRA=0.77"
"520","Stearic acid","Isotopologue","C13-15","0.5",0.459973530526559,0.274686684710881,0,0,0.512690760261924,"<0.05%",-44.003,0.7,"P_iso=0.51","pRA=0.46"
"521","Stearic acid","Isotopologue","C13-15","1",0.770726911480651,1,0,0,0.512690760261924,"<0.05%",-43.001,0.7,"P_iso=0.51","pRA=0.77"
"522","Stearic acid","Isotopologue","C13-16","0.5",0.459973530526559,0.274686684710881,0,0,0.512690760261924,"<0.05%",-44.003,0.7,"P_iso=0.51","pRA=0.46"
"523","Stearic acid","Isotopologue","C13-16","1",0.770726911480651,1,0,0,0.512690760261924,"<0.05%",-43.001,0.7,"P_iso=0.51","pRA=0.77"
"524","Stearic acid","Isotopologue","C13-17","0.5",0.459973530526559,0.274686684710881,0,0,0.512690760261924,"<0.05%",-44.003,0.7,"P_iso=0.51","pRA=0.46"
"525","Stearic acid","Isotopologue","C13-17","1",0.770726911480651,1,0,0,0.512690760261924,"<0.05%",-43.001,0.7,"P_iso=0.51","pRA=0.77"
"526","Stearic acid","Isotopologue","C13-18","0.5",0.459973530526559,0.274686684710881,0,0,0.512690760261924,"<0.05%",-44.003,0.7,"P_iso=0.51","pRA=0.46"
"527","Stearic acid","Isotopologue","C13-18","1",0.770726911480651,1,0,0,0.512690760261924,"<0.05%",-43.001,0.7,"P_iso=0.51","pRA=0.77"
"528","Stearic acid","Isotopologue","C13-2","0.5",0.459973530526559,0.274686684710881,0,0,0.275233524074834,"<0.05%",-44.003,0.7,"P_iso=0.28","pRA=0.46"
"529","Stearic acid","Isotopologue","C13-2","1",0.770726911480651,1,0,0,0.275233524074834,"<0.05%",-43.001,0.7,"P_iso=0.28","pRA=0.77"
"530","Stearic acid","Isotopologue","C13-3","0.5",0.459973530526559,0.274686684710881,0,0,0.827259346562712,"<0.05%",-44.003,0.7,"P_iso=0.83","pRA=0.46"
"531","Stearic acid","Isotopologue","C13-3","1",0.770726911480651,1,0,0,0.512690760261924,"<0.05%",-43.001,0.7,"P_iso=0.51","pRA=0.77"
"532","Stearic acid","Isotopologue","C13-4","0.5",0.459973530526559,0.274686684710881,0,0,0.512690760261924,"<0.05%",-44.003,0.7,"P_iso=0.51","pRA=0.46"
"533","Stearic acid","Isotopologue","C13-4","1",0.770726911480651,1,0,0,0.512690760261924,"<0.05%",-43.001,0.7,"P_iso=0.51","pRA=0.77"
"534","Stearic acid","Isotopologue","C13-5","0.5",0.459973530526559,0.274686684710881,0,0,0.827259346562712,"<0.05%",-44.003,0.7,"P_iso=0.83","pRA=0.46"
"535","Stearic acid","Isotopologue","C13-5","1",0.770726911480651,1,0,0,0.126630457947616,"<0.05%",-43.001,0.7,"P_iso=0.13","pRA=0.77"
"536","Stearic acid","Isotopologue","C13-6","0.5",0.459973530526559,0.274686684710881,0,0,0.512690760261924,"<0.05%",-44.003,0.7,"P_iso=0.51","pRA=0.46"
"537","Stearic acid","Isotopologue","C13-6","1",0.770726911480651,1,0,0,0.512690760261924,"<0.05%",-43.001,0.7,"P_iso=0.51","pRA=0.77"
"538","Stearic acid","Isotopologue","C13-7","0.5",0.459973530526559,0.274686684710881,0,0,0.512690760261924,"<0.05%",-44.003,0.7,"P_iso=0.51","pRA=0.46"
"539","Stearic acid","Isotopologue","C13-7","1",0.770726911480651,1,0,0,0.512690760261924,"<0.05%",-43.001,0.7,"P_iso=0.51","pRA=0.77"
"540","Stearic acid","Isotopologue","C13-8","0.5",0.459973530526559,0.274686684710881,0,0,0.512690760261924,"<0.05%",-44.003,0.7,"P_iso=0.51","pRA=0.46"
"541","Stearic acid","Isotopologue","C13-8","1",0.770726911480651,1,0,0,0.512690760261924,"<0.05%",-43.001,0.7,"P_iso=0.51","pRA=0.77"
"542","Stearic acid","Isotopologue","C13-9","0.5",0.459973530526559,0.274686684710881,0,0,0.512690760261924,"<0.05%",-44.003,0.7,"P_iso=0.51","pRA=0.46"
"543","Stearic acid","Isotopologue","C13-9","1",0.770726911480651,1,0,0,0.512690760261924,"<0.05%",-43.001,0.7,"P_iso=0.51","pRA=0.77"
"544","Succinic acid","Isotopologue","C13-0","0.5",0.00235743162060923,0.112894820812145,0.112894820812145,1,0.827259346562712,"100%",-44.503,0,"P_iso=0.83","pRA=0*"
"545","Succinic acid","Isotopologue","C13-0","1",0.00115527338774399,0,0,0,0.126630457947616,"ND",0,0,"P_iso=0.13","pRA=0*"
"546","Succinic acid","Isotopologue","C13-1","0.5",0.00235743162060923,0.112894820812145,0,0,0.0495346134356268,"<0.05%",-45.003,0.7,"P_iso=0.05*","pRA=0*"
"547","Succinic acid","Isotopologue","C13-2","0.5",0.00235743162060923,0.112894820812145,0,0,0.0495346134356268,"<0.05%",-45.003,0.7,"P_iso=0.05*","pRA=0*"
"548","Succinic acid","Isotopologue","C13-3","0.5",0.00235743162060923,0.112894820812145,0,0,0.0495346134356268,"<0.05%",-45.003,0.7,"P_iso=0.05*","pRA=0*"
"549","Succinic acid","Isotopologue","C13-4","0.5",0.00235743162060923,0.112894820812145,0,0,0.126630457947616,"<0.05%",-45.003,0.7,"P_iso=0.13","pRA=0*"
"550","a-Ketobutyric acid","Isotopologue","C13-0","0.5",0.954433427735586,1,0.994156468820465,0.994,1,"99.4%",-45.5,0.7,"P_iso=1","pRA=0.95"
"551","a-Ketobutyric acid","Isotopologue","C13-0","1",0.981188367643957,0.53745589303657,0.534315252767986,0.994,1,"99.4%",-43.498,0.7,"P_iso=1","pRA=0.98"
"552","a-Ketobutyric acid","Isotopologue","C13-1","0.5",0.954433427735586,1,0,0,1,"<0.05%",-45.997,0.7,"P_iso=1","pRA=0.95"
"553","a-Ketobutyric acid","Isotopologue","C13-1","1",0.981188367643957,0.53745589303657,0,0,1,"<0.05%",-43.995,0.7,"P_iso=1","pRA=0.98"
"554","a-Ketobutyric acid","Isotopologue","C13-2","0.5",0.954433427735586,1,0,0,0,"<0.05%",-45.997,0.7,"P_iso=0*","pRA=0.95"
"555","a-Ketobutyric acid","Isotopologue","C13-2","1",0.981188367643957,0.53745589303657,0,0,0,"<0.05%",-43.995,0.7,"P_iso=0*","pRA=0.98"
"556","a-Ketobutyric acid","Isotopologue","C13-3","0.5",0.954433427735586,1,0.00584353117953534,0.006,1,"0.6%",-46,0.7,"P_iso=1","pRA=0.95"
"557","a-Ketobutyric acid","Isotopologue","C13-3","1",0.981188367643957,0.53745589303657,0.00314064026858421,0.006,0,"0.6%",-43.998,0.7,"P_iso=0*","pRA=0.98"
"558","a-Ketobutyric acid","Isotopologue","C13-4","0.5",0.954433427735586,1,0,0,0,"<0.05%",-46.003,0.7,"P_iso=0*","pRA=0.95"
"559","a-Ketobutyric acid","Isotopologue","C13-4","1",0.981188367643957,0.53745589303657,0,0,0,"<0.05%",-44.001,0.7,"P_iso=0*","pRA=0.98"
"560","(2 and/or 3-)Phosphoglyceric acid","Isotopologue","C13-0","0",NA,0.648009982903484,0.6429059680915,0.992,NA,"99.2%",-0.496,0.7,"",""
"561","(2 and/or 3-)Phosphoglyceric acid","Isotopologue","C13-1","0",NA,0.648009982903484,0,0,NA,"<0.05%",-0.992,0.7,"",""
"562","(2 and/or 3-)Phosphoglyceric acid","Isotopologue","C13-2","0",NA,0.648009982903484,0,0,NA,"<0.05%",-0.992,0.7,"",""
"563","(2 and/or 3-)Phosphoglyceric acid","Isotopologue","C13-3","0",NA,0.648009982903484,0.00510401481198418,0.008,NA,"0.8%",-0.996,0.7,"",""
"564","2-Phosphoglyceric acid","Isotopologue","C13-0","0",NA,0.684538953949969,0.684538953949969,1,NA,"100%",-1.5,0,"",""
"565","2-Phosphoglyceric acid","Isotopologue","C13-1","0",NA,0.684538953949969,0,0,NA,"<0.05%",-2,0.7,"",""
"566","2-Phosphoglyceric acid","Isotopologue","C13-2","0",NA,0.684538953949969,0,0,NA,"<0.05%",-2,0.7,"",""
"567","2-Phosphoglyceric acid","Isotopologue","C13-3","0",NA,0.684538953949969,0,0,NA,"<0.05%",-2,0.7,"",""
"568","3-DL-Hydroxybutyric acid","Isotopologue","C13-0","0",NA,0.856396825332155,0.851239097844569,0.994,NA,"99.4%",-2.497,0.7,"",""
"569","3-DL-Hydroxybutyric acid","Isotopologue","C13-1","0",NA,0.856396825332155,0.00515772748758592,0.006,NA,"0.6%",-2.997,0.7,"",""
"570","3-DL-Hydroxybutyric acid","Isotopologue","C13-2","0",NA,0.856396825332155,0,0,NA,"<0.05%",-3,0.7,"",""
"571","3-DL-Hydroxybutyric acid","Isotopologue","C13-3","0",NA,0.856396825332155,0,0,NA,"<0.05%",-3,0.7,"",""
"572","3-DL-Hydroxybutyric acid","Isotopologue","C13-4","0",NA,0.856396825332155,0,0,NA,"<0.05%",-3,0.7,"",""
"573","Citric acid","Isotopologue","C13-0","0",NA,1,1,1,NA,"100%",-3.5,0,"",""
"574","Citric acid","Isotopologue","C13-1","0",NA,1,0,0,NA,"<0.05%",-4,0.7,"",""
"575","Citric acid","Isotopologue","C13-2","0",NA,1,0,0,NA,"<0.05%",-4,0.7,"",""
"576","Citric acid","Isotopologue","C13-3","0",NA,1,0,0,NA,"<0.05%",-4,0.7,"",""
"577","Citric acid","Isotopologue","C13-4","0",NA,1,0,0,NA,"<0.05%",-4,0.7,"",""
"578","Citric acid","Isotopologue","C13-5","0",NA,1,0,0,NA,"<0.05%",-4,0.7,"",""
"579","Citric acid","Isotopologue","C13-6","0",NA,1,0,0,NA,"<0.05%",-4,0.7,"",""
"580","D-Glyceraldehyde 3-phosphate","Isotopologue","C13-0","0",NA,0.242711280967225,0.240419114942382,0.991,NA,"99.1%",-4.4955,0.7,"",""
"581","D-Glyceraldehyde 3-phosphate","Isotopologue","C13-1","0",NA,0.242711280967225,0,0,NA,"<0.05%",-4.991,0.7,"",""
"582","D-Glyceraldehyde 3-phosphate","Isotopologue","C13-2","0",NA,0.242711280967225,0,0,NA,"<0.05%",-4.991,0.7,"",""
"583","D-Glyceraldehyde 3-phosphate","Isotopologue","C13-3","0",NA,0.242711280967225,0.00229216602484301,0.009,NA,"0.9%",-4.9955,0.7,"",""
"584","DL-2-Hydroxyglutaric acid","Isotopologue","C13-0","0",NA,0.904302321855934,0.904302321855934,1,NA,"100%",-5.5,0,"",""
"585","DL-2-Hydroxyglutaric acid","Isotopologue","C13-1","0",NA,0.904302321855934,0,0,NA,"<0.05%",-6,0.7,"",""
"586","DL-2-Hydroxyglutaric acid","Isotopologue","C13-2","0",NA,0.904302321855934,0,0,NA,"<0.05%",-6,0.7,"",""
"587","DL-2-Hydroxyglutaric acid","Isotopologue","C13-3","0",NA,0.904302321855934,0,0,NA,"<0.05%",-6,0.7,"",""
"588","DL-2-Hydroxyglutaric acid","Isotopologue","C13-4","0",NA,0.904302321855934,0,0,NA,"<0.05%",-6,0.7,"",""
"589","DL-2-Hydroxyglutaric acid","Isotopologue","C13-5","0",NA,0.904302321855934,0,0,NA,"<0.05%",-6,0.7,"",""
"590","Dihydroxyacetone phosphate","Isotopologue","C13-0","0",NA,0.294691596286656,0.287210705949472,0.975,NA,"97.5%",-6.4875,0.7,"",""
"591","Dihydroxyacetone phosphate","Isotopologue","C13-1","0",NA,0.294691596286656,0,0,NA,"<0.05%",-6.975,0.7,"",""
"592","Dihydroxyacetone phosphate","Isotopologue","C13-2","0",NA,0.294691596286656,0,0,NA,"<0.05%",-6.975,0.7,"",""
"593","Dihydroxyacetone phosphate","Isotopologue","C13-3","0",NA,0.294691596286656,0.00748089033718429,0.025,NA,"2.5%",-6.9875,0.7,"",""
"594","Fructose","Isotopologue","C13-0","0",NA,0.872946531194245,0.637398226612916,0.73,NA,"73%",-7.365,0.7,"",""
"595","Fructose","Isotopologue","C13-1","0",NA,0.872946531194245,0,0,NA,"<0.05%",-7.73,0.7,"",""
"596","Fructose","Isotopologue","C13-2","0",NA,0.872946531194245,0,0,NA,"<0.05%",-7.73,0.7,"",""
"597","Fructose","Isotopologue","C13-3","0",NA,0.872946531194245,0,0,NA,"<0.05%",-7.73,0.7,"",""
"598","Fructose","Isotopologue","C13-4","0",NA,0.872946531194245,0,0,NA,"<0.05%",-7.73,0.7,"",""
"599","Fructose","Isotopologue","C13-5","0",NA,0.872946531194245,0,0,NA,"<0.05%",-7.73,0.7,"",""
"600","Fructose","Isotopologue","C13-6","0",NA,0.872946531194245,0.235548304581329,0.27,NA,"27%",-7.865,0.7,"",""
"601","Fucose","Isotopologue","C13-0","0",NA,0.546345749057536,0.546345749057536,1,NA,"100%",-8.5,0,"",""
"602","Fucose","Isotopologue","C13-1","0",NA,0.546345749057536,0,0,NA,"<0.05%",-9,0.7,"",""
"603","Fucose","Isotopologue","C13-2","0",NA,0.546345749057536,0,0,NA,"<0.05%",-9,0.7,"",""
"604","Fucose","Isotopologue","C13-3","0",NA,0.546345749057536,0,0,NA,"<0.05%",-9,0.7,"",""
"605","Fucose","Isotopologue","C13-4","0",NA,0.546345749057536,0,0,NA,"<0.05%",-9,0.7,"",""
"606","Fucose","Isotopologue","C13-5","0",NA,0.546345749057536,0,0,NA,"<0.05%",-9,0.7,"",""
"607","Fucose","Isotopologue","C13-6","0",NA,0.546345749057536,0,0,NA,"<0.05%",-9,0.7,"",""
"608","Fumaric acid","Isotopologue","C13-0","0",NA,0.500207787793875,0.500207787793875,1,NA,"100%",-9.5,0,"",""
"609","Fumaric acid","Isotopologue","C13-1","0",NA,0.500207787793875,0,0,NA,"<0.05%",-10,0.7,"",""
"610","Fumaric acid","Isotopologue","C13-2","0",NA,0.500207787793875,0,0,NA,"<0.05%",-10,0.7,"",""
"611","Fumaric acid","Isotopologue","C13-3","0",NA,0.500207787793875,0,0,NA,"<0.05%",-10,0.7,"",""
"612","Fumaric acid","Isotopologue","C13-4","0",NA,0.500207787793875,0,0,NA,"<0.05%",-10,0.7,"",""
"613","Galacturonic acid","Isotopologue","C13-0","0",NA,1,0,0,NA,"<0.05%",-10,0.7,"",""
"614","Galacturonic acid","Isotopologue","C13-1","0",NA,1,0,0,NA,"<0.05%",-10,0.7,"",""
"615","Galacturonic acid","Isotopologue","C13-2","0",NA,1,0,0,NA,"<0.05%",-10,0.7,"",""
"616","Galacturonic acid","Isotopologue","C13-3","0",NA,1,0,0,NA,"<0.05%",-10,0.7,"",""
"617","Galacturonic acid","Isotopologue","C13-4","0",NA,1,0,0,NA,"<0.05%",-10,0.7,"",""
"618","Galacturonic acid","Isotopologue","C13-5","0",NA,1,1,1,NA,"100%",-10.5,0,"",""
"619","Galacturonic acid","Isotopologue","C13-6","0",NA,1,0,0,NA,"<0.05%",-11,0.7,"",""
"620","Glucose","Isotopologue","C13-0","0",NA,0.901788927510034,0.00720994569748166,0.008,NA,"0.8%",-11.004,0.7,"",""
"621","Glucose","Isotopologue","C13-1","0",NA,0.901788927510034,0,0,NA,"<0.05%",-11.008,0.7,"",""
"622","Glucose","Isotopologue","C13-2","0",NA,0.901788927510034,0,0,NA,"<0.05%",-11.008,0.7,"",""
"623","Glucose","Isotopologue","C13-3","0",NA,0.901788927510034,0,0,NA,"<0.05%",-11.008,0.7,"",""
"624","Glucose","Isotopologue","C13-4","0",NA,0.901788927510034,0,0,NA,"<0.05%",-11.008,0.7,"",""
"625","Glucose","Isotopologue","C13-5","0",NA,0.901788927510034,0,0,NA,"<0.05%",-11.008,0.7,"",""
"626","Glucose","Isotopologue","C13-6","0",NA,0.901788927510034,0.894578981812552,0.992,NA,"99.2%",-11.504,0.7,"",""
"627","Glucuronic acid","Isotopologue","C13-0","0",NA,0.136739588207976,0.135143566802376,0.988,NA,"98.8%",-12.494,0.7,"",""
"628","Glucuronic acid","Isotopologue","C13-1","0",NA,0.136739588207976,0,0,NA,"<0.05%",-12.988,0.7,"",""
"629","Glucuronic acid","Isotopologue","C13-2","0",NA,0.136739588207976,0.000689717887632081,0.005,NA,"0.5%",-12.9905,0.7,"",""
"630","Glucuronic acid","Isotopologue","C13-3","0",NA,0.136739588207976,0,0,NA,"<0.05%",-12.993,0.7,"",""
"631","Glucuronic acid","Isotopologue","C13-4","0",NA,0.136739588207976,0,0,NA,"<0.05%",-12.993,0.7,"",""
"632","Glucuronic acid","Isotopologue","C13-5","0",NA,0.136739588207976,0,0,NA,"<0.05%",-12.993,0.7,"",""
"633","Glucuronic acid","Isotopologue","C13-6","0",NA,0.136739588207976,0.000906303517968065,0.007,NA,"0.7%",-12.9965,0.7,"",""
"634","Glycerol 3-phosphate","Isotopologue","C13-0","0",NA,0.57336080794484,0.568945691896059,0.992,NA,"99.2%",-13.496,0.7,"",""
"635","Glycerol 3-phosphate","Isotopologue","C13-1","0",NA,0.57336080794484,0,0,NA,"<0.05%",-13.992,0.7,"",""
"636","Glycerol 3-phosphate","Isotopologue","C13-2","0",NA,0.57336080794484,0,0,NA,"<0.05%",-13.992,0.7,"",""
"637","Glycerol 3-phosphate","Isotopologue","C13-3","0",NA,0.57336080794484,0.00441511604878016,0.008,NA,"0.8%",-13.996,0.7,"",""
"638","Glycine","Isotopologue","C13-0","0",NA,0.621928691540663,0.621928691540663,1,NA,"100%",-14.5,0,"",""
